shipinfo,发电机功率,主机平均转速,增压器转速,气缸排气量,气缸冷却水温度,燃料油量,柴油量,活塞冷却水温度,机油温度,减速箱油压,增压器压强,海水温度,机舱温度,发动机状态,增压器状态,气缸状态,油箱状态,更新时间
413330416,10.430,2897.6,6009.9,36.311,30.922,1308.7,719.44,53.368,86.670,68.546,76.158,29.199,29.971,良,差,中,中,2019-04-17/23/44
413330417,20.644,2137.3,4903.0,26.230,21.694,1434.1,623.18,54.913,73.410,65.562,86.661,21.257,29.869,中,中,中,中,2019-04-17/23/44
413330419,27.224,6074.9,5206.9,46.972,32.800,802.65,958.59,45.638,73.173,79.071,65.614,29.484,39.573,良,差,中,中,2019-04-17/23/44
413330420,29.540,5826.6,5863.6,17.095,24.414,506.14,609.01,36.212,85.188,72.735,57.519,20.759,35.189,良,中,优,中,2019-04-17/23/44
413330422,19.401,2691.7,4726.1,25.183,20.380,1203.3,275.82,46.824,86.434,83.267,65.029,25.851,35.038,差,良,良,优,2019-04-17/23/44
413330423,26.042,3829.9,4486.3,20.213,23.284,1240.4,995.16,54.759,88.218,84.957,87.078,25.570,32.273,良,良,中,良,2019-04-17/23/44
413330424,14.434,3800.6,5101.2,46.738,20.799,1449.8,1558.3,64.579,77.560,59.801,63.985,21.129,38.992,良,中,中,中,2019-04-17/23/44
413330426,10.344,3438.3,3358.8,12.937,23.984,824.84,322.11,39.717,77.267,64.021,79.223,21.995,29.416,良,良,差,中,2019-04-17/23/44
413330427,29.214,4395.0,3053.1,12.271,21.627,1189.2,208.96,45.873,72.896,73.817,57.019,33.236,32.880,良,中,中,差,2019-04-17/23/44
413330428,17.957,3041.0,5443.3,17.115,22.854,653.57,317.02,36.241,70.250,70.816,96.156,26.086,32.787,良,良,中,良,2019-04-17/23/44
413330430,18.265,3121.3,5126.0,24.958,20.200,1315.6,747.33,53.785,83.391,57.499,56.587,23.304,37.652,中,良,中,良,2019-04-17/23/44
413330431,27.042,2828.7,2978.3,27.412,21.362,1099.4,1118.4,53.172,85.566,73.732,76.041,35.706,39.949,良,中,中,良,2019-04-17/23/44
413328560,22.398,3030.6,2614.4,14.915,21.139,1253.5,648.27,51.552,85.068,70.992,72.506,35.895,37.794,良,良,良,中,2019-04-17/23/44
413328270,22.856,2789.9,2663.6,48.640,34.270,1027.8,1096.5,51.521,73.595,65.608,64.232,24.475,28.715,差,良,中,良,2019-04-17/23/44
413329870,14.318,2816.6,5183.7,26.593,23.948,622.69,357.27,36.026,74.725,73.752,89.804,29.732,36.056,中,良,良,中,2019-04-17/23/44
413325280,15.753,3958.9,6840.8,38.275,28.740,805.98,245.70,38.576,79.737,61.445,89.003,29.400,39.317,中,中,中,良,2019-04-17/23/44
413329290,17.789,3541.4,5241.9,18.363,21.064,565.89,477.41,36.091,86.168,52.221,90.215,37.695,34.654,中,中,中,差,2019-04-17/23/44
413329410,23.933,4888.6,6771.0,31.368,29.938,1099.5,1283.1,54.821,71.834,60.710,55.664,21.930,29.717,差,良,中,差,2019-04-17/23/44
413327610,17.226,3882.8,6738.5,36.011,27.189,1213.0,236.43,46.624,72.458,68.049,56.271,37.224,26.804,良,良,差,中,2019-04-17/23/44
413330440,20.942,2922.5,4637.1,37.298,20.479,1108.1,1047.1,52.632,81.999,60.030,71.114,22.779,30.460,良,差,良,良,2019-04-17/23/44
413328530,27.431,2113.3,3905.7,41.938,31.633,1216.3,1051.7,54.843,74.112,55.422,52.768,36.361,30.347,良,良,中,良,2019-04-17/23/44
413325940,11.202,3446.2,6524.5,28.891,24.466,598.84,660.72,38.584,84.418,65.427,54.034,22.669,32.745,中,中,良,良,2019-04-17/23/44
413330370,11.978,3185.5,2162.2,22.055,21.568,1014.8,1181.2,52.108,82.105,57.903,52.303,38.437,37.397,中,良,良,良,2019-04-17/23/44
413327480,27.141,3836.7,6796.3,23.225,21.999,1026.4,800.27,48.530,84.120,88.150,78.222,28.755,36.633,中,良,优,良,2019-04-17/23/44
413330240,16.907,2759.8,4184.2,35.993,21.466,1387.6,369.95,51.451,78.444,63.843,80.891,34.901,32.251,中,良,良,良,2019-04-17/23/44
413294422,28.678,6263.2,3310.3,31.804,26.528,1402.1,932.67,57.368,78.651,77.719,71.777,34.489,36.407,中,优,差,差,2019-04-17/23/44
413295000,14.178,3415.5,5956.7,12.860,20.289,1236.2,1271.9,57.443,71.926,88.906,100.15,27.456,31.783,良,优,优,良,2019-04-17/23/44
413295420,17.319,2487.0,6434.9,41.958,27.904,788.08,762.82,43.389,86.716,88.094,98.235,34.290,36.760,中,良,中,中,2019-04-17/23/44
413302280,27.091,4650.7,5982.8,39.661,24.812,881.00,743.01,45.050,71.774,72.885,74.208,37.218,26.475,优,良,良,良,2019-04-17/23/44
413302290,18.613,2229.8,5254.8,17.512,24.908,571.98,678.35,38.223,85.433,80.253,72.058,20.087,37.991,优,中,中,良,2019-04-17/23/44
413302320,18.114,2471.0,2485.1,21.040,21.553,545.41,319.08,34.099,89.542,76.555,59.499,20.740,26.162,中,良,中,良,2019-04-17/23/44
413302330,27.349,5879.6,2232.2,35.894,30.126,1378.9,617.88,53.756,78.504,88.583,55.435,26.429,34.582,中,中,良,差,2019-04-17/23/44
413302340,18.152,2668.7,3426.2,26.761,25.439,1218.3,448.85,48.854,77.459,72.692,57.375,29.799,32.401,中,中,良,良,2019-04-17/23/44
413302350,26.471,3342.7,2660.3,19.046,20.239,780.22,835.72,43.961,82.835,68.507,67.080,37.731,30.552,中,优,差,良,2019-04-17/23/44
413302351,28.229,5588.1,4271.2,19.051,20.744,1490.7,560.19,55.415,89.034,62.483,77.778,21.754,34.890,良,中,良,中,2019-04-17/23/44
413302360,17.662,4251.0,4598.9,37.272,28.459,576.43,637.95,37.908,87.088,82.258,77.552,36.828,35.379,中,中,良,中,2019-04-17/23/44
413302370,27.355,2078.1,3356.4,12.618,21.366,1375.8,403.83,51.554,70.436,75.394,76.021,38.103,27.122,优,中,中,中,2019-04-17/23/44
413302380,24.599,4274.8,4481.7,32.637,23.211,1182.5,1075.0,54.4,78.635,67.466,72.469,28.768,36.582,良,良,中,良,2019-04-17/23/44
413302390,19.930,4460.1,6575.5,29.612,24.174,685.74,756.30,41.277,81.264,57.912,55.080,35.574,25.800,良,中,良,中,2019-04-17/23/44
413302410,12.897,2660.0,3234.6,11.922,22.024,998.57,656.00,46.531,84.334,53.017,72.381,31.215,34.015,中,良,良,中,2019-04-17/23/44
413302440,13.795,2705.6,3981.0,10.714,21.310,755.80,257.33,37.689,78.039,65.566,74.164,38.423,37.056,良,差,中,差,2019-04-17/23/44
413302450,11.956,3178.6,4234.6,49.515,24.944,1403.7,1500.5,63.078,88.993,86.267,50.902,31.439,32.365,中,良,良,中,2019-04-17/23/44
413302460,23.196,2963.1,2221.2,41.164,23.445,703.22,381.91,37.883,74.624,87.606,54.367,33.277,36.355,良,良,良,良,2019-04-17/23/44
413302470,22.316,2982.8,2819.3,33.395,24.133,591.01,755.37,39.373,88.003,78.978,64.246,22.250,31.675,中,良,优,中,2019-04-17/23/44
413302480,16.128,2889.6,6199.7,26.876,26.982,1130.8,682.83,49.444,86.171,74.106,50.442,21.029,30.361,中,良,良,良,2019-04-17/23/44
413302490,27.061,2607.4,4663.7,32.803,20.040,1289.3,471.43,50.500,84.872,53.423,50.609,23.408,39.744,良,差,中,中,2019-04-17/23/44
413302510,24.845,4944.5,6816.1,23.273,23.834,1471.8,1256.0,61.996,72.794,86.796,102.23,21.535,29.543,中,中,良,良,2019-04-17/23/44
413302520,26.692,2286.3,6743.4,40.147,23.479,971.17,1032.5,49.748,86.549,87.486,98.061,32.593,32.377,中,良,良,优,2019-04-17/23/44
413302550,23.372,2469.8,5962.1,22.200,20.226,537.22,563.25,36.376,84.384,52.234,72.798,27.994,36.506,中,中,良,中,2019-04-17/23/44
413302560,10.497,2000.7,4811.5,42.468,20.531,1299.5,455.58,50.545,84.300,83.244,91.569,34.502,34.702,中,优,中,中,2019-04-17/23/44
413302570,26.215,3096.8,2367.5,20.397,26.270,1054.3,1026.5,51.351,75.495,58.306,68.993,25.663,37.695,中,中,良,中,2019-04-17/23/44
413302590,17.216,3272.6,5085.7,19.007,23.767,1074.7,284.51,44.339,77.880,53.039,58.192,29.628,38.382,优,良,差,优,2019-04-17/23/44
413302620,12.782,3003.3,2789.9,37.694,27.123,523.10,360.62,34.068,84.041,63.891,69.930,39.173,36.346,良,良,良,中,2019-04-17/23/44
413302630,26.459,2403.3,6082.0,43.488,20.378,728.49,366.47,38.234,85.759,83.462,89.857,33.544,31.176,良,差,良,良,2019-04-17/23/44
413302640,23.804,5546.9,6022.6,37.605,27.500,1417.0,863.77,56.977,80.578,73.727,63.056,34.243,35.345,中,优,差,良,2019-04-17/23/44
413302660,13.845,3153.5,2600.7,14.833,24.846,689.33,447.40,38.260,80.289,88.876,63.164,24.457,30.057,良,良,良,良,2019-04-17/23/44
413302670,13.321,2345.3,3202.4,32.518,23.287,1043.3,1031.4,51.18,88.459,61.534,61.662,26.107,30.311,良,良,良,良,2019-04-17/23/44
413302680,15.612,2180.8,6741.0,21.206,22.316,878.06,758.39,45.145,74.586,51.778,74.215,35.739,28.292,优,良,差,良,2019-04-17/23/44
413302690,28.402,5214.9,6075.6,24.574,24.917,679.79,213.01,35.725,80.462,60.246,54.254,22.178,32.252,良,差,优,良,2019-04-17/23/44
413302720,18.426,2949.5,3143.5,19.340,23.280,1475.8,818.02,57.696,84.150,84.908,73.162,32.125,26.205,差,良,良,中,2019-04-17/23/44
413302760,15.476,3201.8,2593.6,26.060,22.343,981.31,1126.8,50.894,81.701,64.629,66.179,33.086,32.648,中,良,良,优,2019-04-17/23/44
413302770,28.195,3343.8,2589.3,23.302,24.584,544.17,625.90,37.142,88.109,63.954,52.089,23.003,29.124,中,良,良,中,2019-04-17/23/44
413302810,17.037,2252.5,4771.2,45.204,22.451,594.21,234.89,34.233,71.574,81.462,84.536,35.784,34.913,良,良,中,差,2019-04-17/23/44
413302910,23.053,2498.5,5446.5,40.804,22.589,1486.4,1106.1,60.789,87.947,60.646,63.333,24.965,35.253,中,良,良,良,2019-04-17/23/44
413302920,29.956,4431.8,6654.5,43.450,27.940,532.23,422.93,34.873,83.577,75.430,93.797,28.078,37.465,良,良,中,差,2019-04-17/23/44
413302930,12.008,2830.7,5671.5,23.199,26.855,930.83,274.80,41.364,70.670,84.337,99.874,39.528,27.694,良,中,优,差,2019-04-17/23/44
413302980,21.729,4231.4,6967.1,38.318,29.042,594.30,790.30,39.789,83.280,62.057,105.39,31.932,38.447,中,良,中,中,2019-04-17/23/44
413302990,25.940,4481.5,5676.2,38.987,32.634,1461.0,405.97,53.279,74.523,80.262,54.081,29.832,32.214,中,中,良,优,2019-04-17/23/44
413303000,14.624,2443.5,4010.7,28.391,28.495,1437.8,1200.1,60.757,81.727,72.190,83.213,31.348,25.832,中,良,良,优,2019-04-17/23/44
413303010,10.958,2331.6,6818.1,36.222,25.118,984.43,1176.6,51.454,76.984,72.104,108.38,34.440,31.981,良,中,中,良,2019-04-17/23/44
413303014,29.359,2709.1,3834.6,24.141,26.557,937.29,1070.9,49.454,74.549,59.072,75.661,33.328,34.690,良,中,优,差,2019-04-17/23/44
413303020,24.384,5006.6,2650.7,40.173,24.675,967.07,515.95,44.500,89.474,52.651,63.912,35.200,29.234,中,优,良,良,2019-04-17/23/44
413303030,26.302,4208.3,2270.9,39.686,24.707,1259.9,1161.4,56.812,89.614,62.366,61.599,38.574,27.439,良,优,良,中,2019-04-17/23/44
413303060,25.001,3584.9,4209.3,47.429,25.000,1088.5,406.68,45.836,76.128,53.909,77.055,22.982,33.916,中,良,良,中,2019-04-17/23/44
413303080,18.622,3901.0,3832.2,47.878,24.620,1264.1,692.58,52.207,75.484,78.113,61.403,30.271,35.433,良,优,中,良,2019-04-17/23/44
413303090,22.689,3731.7,5174.2,30.778,23.692,1164.4,1334.4,56.632,72.518,63.916,62.313,25.692,29.855,良,中,差,良,2019-04-17/23/44
413303130,27.272,3002.6,2152.0,26.638,27.603,860.89,912.18,46.339,72.502,77.366,51.029,31.621,27.473,差,良,良,优,2019-04-17/23/44
413303140,28.911,3810.0,2649.4,43.102,32.689,547.33,498.69,35.933,81.403,55.658,66.416,31.410,39.707,中,中,良,优,2019-04-17/23/44
413303141,17.083,4309.2,3427.1,29.821,21.019,578.06,311.26,34.673,78.011,82.535,78.742,36.341,25.345,优,中,差,良,2019-04-17/23/44
413303150,18.581,3456.0,3924.9,11.009,23.562,1440.8,807.34,56.889,74.972,61.117,79.509,30.695,31.986,中,良,差,差,2019-04-17/23/44
413303160,23.139,3060.9,4625.1,25.323,21.482,1209.7,334.36,47.537,87.096,54.482,72.358,27.703,38.846,中,中,中,良,2019-04-17/23/44
413303190,19.013,3271.8,2880.7,11.381,21.256,916.56,483.52,43.166,78.091,53.273,71.922,32.800,26.389,良,良,差,优,2019-04-17/23/44
413303210,20.545,4739.3,4953.9,11.938,22.556,1169.9,432.74,47.725,72.599,74.649,66.741,21.324,34.322,良,中,中,中,2019-04-17/23/44
413303220,19.714,3825.4,6178.8,38.737,26.080,685.19,258.70,36.290,78.857,52.524,88.029,38.354,32.150,中,良,良,中,2019-04-17/23/44
413303230,11.146,2311.9,4771.5,14.910,22.062,857.10,674.02,43.882,81.703,56.900,85.856,33.018,31.965,中,优,良,中,2019-04-17/23/44
413303240,22.506,5123.7,4884.5,15.974,22.737,1465.1,1305.5,62.357,82.446,84.325,59.809,38.569,27.929,中,良,良,良,2019-04-17/23/44
413303250,14.104,3338.5,3620.0,40.082,31.412,1300.9,805.12,54.069,89.068,68.783,50.034,28.205,37.531,中,中,良,中,2019-04-17/23/44
413303260,23.463,3565.6,5502.7,19.933,20.381,742.52,206.78,36.918,86.111,85.669,55.052,31.602,34.274,中,中,良,中,2019-04-17/23/44
413303270,18.816,4558.8,3794.0,26.397,26.792,851.96,822.38,45.263,86.471,89.218,57.745,39.849,37.022,中,良,中,中,2019-04-17/23/44
413303280,24.785,2004.8,6737.2,44.230,26.222,512.09,388.43,34.126,79.553,60.801,63.881,35.963,39.924,良,中,良,良,2019-04-17/23/44
413302000,19.315,2999.1,4141.6,21.196,26.458,1130.4,973.68,52.344,88.910,86.678,85.772,33.334,39.797,中,良,良,差,2019-04-17/23/44
413302040,24.774,4142.6,6541.5,42.280,22.399,1233.5,1100.8,55.678,84.692,89.235,91.358,36.794,34.065,中,中,良,良,2019-04-17/23/44
413302070,16.529,4319.4,2176.1,41.274,26.374,1202.1,288.70,46.928,87.716,79.221,66.700,31.544,29.545,良,中,中,中,2019-04-17/23/44
413302080,27.845,5195.9,2445.6,26.002,22.565,1395.6,1074.9,58.661,73.430,74.333,60.231,29.929,37.627,中,良,优,差,2019-04-17/23/44
413302090,25.877,4090.1,3998.5,38.745,23.387,1437.6,793.00,56.681,84.523,88.506,84.573,21.065,27.886,中,优,良,良,2019-04-17/23/44
413302110,19.602,2725.1,4707.7,32.820,22.823,981.81,912.35,48.759,89.378,70.191,54.655,26.197,29.350,良,中,中,良,2019-04-17/23/44
413302120,19.344,3554.8,4621.9,48.273,24.591,1148.2,1229.8,55.262,85.662,71.696,64.061,21.184,38.522,中,良,中,良,2019-04-17/23/44
413302190,26.955,2714.0,6662.3,21.490,22.403,1330.4,591.17,52.519,76.347,86.322,69.585,26.684,33.721,良,良,良,优,2019-04-17/23/44
413302210,18.528,3533.0,3970.3,31.409,30.100,1330.7,896.20,55.576,71.524,87.278,67.431,38.442,28.998,中,良,差,良,2019-04-17/23/44
413302220,20.255,3328.6,5093.0,28.488,22.828,836.01,979.03,46.510,88.559,78.090,58.547,34.253,29.678,差,中,良,中,2019-04-17/23/44
413302230,10.601,2002.2,2680.9,42.377,22.921,1162.0,432.55,47.565,84.383,51.459,53.265,31.018,34.107,良,中,良,良,2019-04-17/23/44
413300000,19.624,4290.0,6737.6,33.478,30.390,608.82,649.20,38.668,87.722,62.196,50.278,34.616,37.419,良,良,中,中,2019-04-17/23/44
413300070,14.377,2528.9,3046.9,16.427,21.453,1246.4,508.33,50.011,86.488,60.101,53.518,29.517,30.204,良,优,良,良,2019-04-17/23/44
413300090,28.170,5080.8,6658.2,13.225,20.973,989.95,1124.7,51.046,83.211,60.658,96.078,20.934,35.959,中,良,良,差,2019-04-17/23/44
413300120,27.224,3748.7,3364.6,28.302,26.052,1019.9,437.22,44.770,77.407,59.534,73.453,32.057,26.478,中,良,良,中,2019-04-17/23/44
413300130,19.307,2517.9,5678.6,27.017,20.194,719.58,745.71,41.848,86.179,50.349,65.673,30.606,26.165,良,中,良,中,2019-04-17/23/44
413300650,17.597,3880.0,2455.6,39.473,30.651,778.04,698.26,42.543,79.970,74.195,68.084,27.690,32.656,中,中,优,中,2019-04-17/23/44
413300710,17.373,4096.7,5050.0,27.805,23.056,919.77,691.10,45.306,83.406,87.392,83.978,30.917,37.018,良,中,中,良,2019-04-17/23/44
413300790,14.617,3180.6,4566.9,31.779,27.331,1169.7,1209.2,55.486,86.349,55.770,60.754,26.460,26.348,良,良,中,优,2019-04-17/23/44
413300810,25.777,2261.9,5365.6,44.218,32.142,996.44,647.53,46.404,79.658,56.862,79.109,35.112,36.153,良,良,差,良,2019-04-17/23/44
413300930,26.753,5464.8,5718.8,24.392,25.238,598.10,390.20,35.864,82.460,67.835,83.452,38.056,38.596,良,中,中,良,2019-04-17/23/44
413301000,18.331,3925.3,2196.8,11.338,22.985,838.50,451.84,41.288,76.392,72.639,52.287,23.277,27.364,中,良,良,中,2019-04-17/23/44
413301020,26.254,2935.3,2232.4,14.926,21.621,779.92,333.33,38.931,72.769,54.544,58.196,34.346,29.625,良,中,中,中,2019-04-17/23/44
413301030,21.462,4230.5,2811.7,30.025,28.985,594.06,486.76,36.748,71.506,53.103,68.624,35.849,27.148,优,中,中,良,2019-04-17/23/44
413301280,13.987,2552.9,3461.9,45.283,23.789,623.30,704.37,39.509,88.243,67.822,61.714,22.632,38.027,中,中,中,良,2019-04-17/23/44
413301290,29.393,3079.6,4407.7,30.835,28.819,1073.7,376.44,45.238,71.978,61.910,79.035,32.453,31.781,良,良,中,良,2019-04-17/23/44
413301490,29.467,3756.3,4117.7,23.738,23.397,971.28,524.76,44.673,78.278,57.999,53.970,24.403,38.118,良,中,中,良,2019-04-17/23/44
413301510,13.271,3122.2,6969.9,40.508,30.323,1363.3,797.03,55.236,79.718,51.234,71.761,21.491,37.516,良,中,良,良,2019-04-17/23/44
413301520,20.852,4298.2,3129.6,20.284,23.709,1473.1,921.59,58.677,87.008,58.231,76.648,22.251,28.691,良,良,良,中,2019-04-17/23/44
413301610,11.805,2236.8,3343.6,25.091,25.387,560.22,655.57,37.760,85.160,60.068,60.769,33.807,33.904,中,中,良,中,2019-04-17/23/44
413289000,14.767,2762.3,5529.0,33.104,22.532,963.51,261.84,41.888,87.657,59.575,81.709,32.679,32.970,中,中,良,差,2019-04-17/23/44
413329850,28.676,4680.6,5780.7,16.758,20.630,619.21,299.64,35.380,72.294,56.849,81.228,34.962,34.902,优,中,中,良,2019-04-17/23/44
413329980,28.870,4238.6,4796.0,33.113,27.485,894.47,950.29,47.392,86.652,59.103,83.735,20.799,29.680,优,良,良,良,2019-04-17/23/44
413330000,20.236,2117.9,6075.2,21.442,23.802,1173.5,923.63,52.706,75.516,88.691,85.175,32.981,37.032,差,良,优,中,2019-04-17/23/44
413330110,12.812,2073.5,4061.6,22.939,24.822,1006.7,760.03,47.734,80.209,83.621,79.237,24.319,35.181,良,差,差,差,2019-04-17/23/44
413330120,11.229,3114.7,5657.1,45.391,33.981,1283.3,428.34,49.949,86.091,71.757,97.326,36.156,31.403,优,良,差,良,2019-04-17/23/44
413300965,26.069,3979.9,6692.9,42.560,31.065,1491.7,1516.8,65.002,88.758,60.295,77.301,33.399,37.558,中,良,良,良,2019-04-17/23/44
413300980,15.275,3786.4,2289.8,45.759,25.300,631.84,347.37,36.110,78.595,69.507,53.570,39.696,35.885,良,中,良,中,2019-04-17/23/44
413300981,15.146,3665.9,4656.0,27.603,21.319,1359.4,915.17,56.339,73.549,88.715,58.141,27.030,26.067,中,中,良,中,2019-04-17/23/44
413300990,16.351,2124.6,4558.0,11.013,20.567,508.97,437.00,34.549,74.770,74.923,80.363,28.289,33.350,良,良,良,良,2019-04-17/23/44
413265789,19.511,3724.4,5144.6,42.566,25.267,1211.0,1064.3,54.863,75.659,56.723,66.110,33.864,36.259,良,良,良,良,2019-04-17/23/44
413266000,18.492,4023.5,2928.3,15.707,24.115,842.98,521.91,42.078,76.357,65.210,58.533,30.137,35.617,良,良,中,良,2019-04-17/23/44
413324510,19.979,4879.8,6756.0,41.430,27.909,536.35,579.91,36.526,86.784,74.424,52.590,27.582,25.038,良,差,中,中,2019-04-17/23/44
413324520,28.047,5808.6,6401.7,47.035,20.118,1499.5,916.28,59.152,79.261,50.109,52.416,37.907,26.166,良,中,良,中,2019-04-17/23/44
413324560,11.423,3041.8,4011.4,40.134,33.097,934.69,526.15,43.955,75.377,81.243,84.536,27.408,37.707,中,中,良,良,2019-04-17/23/44
413324580,16.188,3532.4,4966.2,17.852,21.228,859.99,939.57,46.595,74.552,53.626,93.163,35.638,37.279,中,差,中,中,2019-04-17/23/44
413324620,27.087,2629.7,2731.6,36.562,23.071,630.85,579.54,38.412,89.750,82.983,73.993,29.885,30.037,中,良,良,中,2019-04-17/23/44
413324710,10.510,2901.8,5408.7,24.073,25.438,1159.8,736.48,50.560,74.262,54.732,57.817,25.596,25.311,良,良,良,良,2019-04-17/23/44
413324720,18.418,3221.1,4641.5,15.521,23.318,1305.8,1375.4,59.87,76.012,64.648,55.538,32.374,33.019,良,差,中,中,2019-04-17/23/44
413324740,23.497,2671.4,3472.1,12.211,20.004,1019.9,785.11,48.249,82.755,62.686,76.010,21.683,31.916,良,良,中,中,2019-04-17/23/44
413324750,13.933,2838.2,5911.2,28.980,26.718,1324.2,1293.1,59.415,71.021,80.496,62.643,25.580,27.800,良,良,中,良,2019-04-17/23/44
413324770,18.660,2653.6,2734.8,22.147,25.351,897.19,239.58,40.339,74.375,51.357,50.930,21.801,35.443,差,中,中,中,2019-04-17/23/44
413324780,17.262,3169.0,3016.1,36.436,30.883,810.53,477.23,40.982,82.792,83.740,62.174,37.492,27.351,良,中,良,中,2019-04-17/23/44
413324790,27.785,3672.4,4019.7,47.503,25.051,1300.8,202.91,48.045,87.023,56.570,76.945,28.320,25.462,中,中,良,良,2019-04-17/23/44
413324830,15.522,2612.1,4660.4,12.756,23.553,1119.3,601.27,48.398,70.578,73.318,53.138,25.407,36.779,良,中,优,中,2019-04-17/23/44
413324840,27.814,5868.4,3798.9,17.174,25.599,1260.2,1320.7,58.411,72.699,71.607,70.179,21.877,33.468,良,优,中,良,2019-04-17/23/44
413324850,27.258,4361.8,4258.8,44.614,24.184,915.49,432.48,42.634,89.659,84.469,67.812,37.771,33.723,中,差,良,良,2019-04-17/23/44
413324860,19.579,3254.4,4793.1,26.085,26.352,905.03,986.35,47.964,70.162,62.030,80.528,36.991,34.194,中,良,中,良,2019-04-17/23/44
413324880,27.576,3274.4,2229.8,39.829,27.063,733.91,505.97,39.737,82.884,73.083,60.202,39.898,25.940,中,中,良,良,2019-04-17/23/44
413324890,12.309,3383.9,2762.1,38.536,24.228,665.85,338.51,36.702,81.282,83.957,51.693,26.689,35.542,良,良,中,良,2019-04-17/23/44
413324910,14.184,2188.5,4504.4,27.637,26.602,1170.5,219.62,45.606,89.118,68.497,57.711,27.032,34.398,中,良,良,良,2019-04-17/23/44
413324920,23.693,5234.3,6710.2,16.376,22.157,968.22,591.48,45.279,88.886,81.570,70.868,30.306,29.788,良,良,差,良,2019-04-17/23/44
413324930,18.478,4681.6,4417.2,32.255,26.670,774.49,586.60,41.355,73.773,88.444,59.369,29.343,35.939,中,良,中,差,2019-04-17/23/44
413324940,24.794,3117.0,2007.1,30.930,21.791,984.94,290.08,42.599,76.381,85.345,56.299,23.540,35.058,中,中,良,中,2019-04-17/23/44
413324950,25.885,2366.3,4300.6,39.215,22.299,504.12,484.61,34.928,82.813,79.065,65.303,24.823,28.849,良,中,中,良,2019-04-17/23/44
413324970,23.496,4828.9,5961.3,44.821,28.910,885.31,459.27,42.298,88.994,77.818,53.880,20.970,34.802,良,良,良,中,2019-04-17/23/44
413324980,23.049,2632.0,6048.1,11.775,23.699,1035.0,793.71,48.637,77.019,50.180,72.150,26.538,38.614,中,差,良,中,2019-04-17/23/44
413325010,22.168,3300.7,4349.9,21.850,23.539,891.74,844.29,46.277,73.428,55.963,58.733,37.217,33.943,优,差,差,优,2019-04-17/23/44
413325020,20.137,2444.3,2491.4,45.915,28.621,1182.9,1308.7,56.745,80.052,77.586,70.638,21.461,28.749,中,良,中,中,2019-04-17/23/44
413325030,14.453,3918.3,3227.3,10.775,22.405,1271.3,379.15,49.217,72.384,89.643,65.547,31.666,30.390,良,中,优,中,2019-04-17/23/44
413325040,14.877,2803.0,3109.5,13.149,24.010,823.29,283.50,39.300,78.315,60.593,70.742,26.013,35.173,良,良,中,良,2019-04-17/23/44
413325050,13.189,2580.6,6235.4,33.534,21.909,519.79,445.34,34.849,80.812,57.908,58.037,22.049,28.752,良,良,良,中,2019-04-17/23/44
413325080,25.838,2549.9,4966.9,49.066,25.713,501.69,392.21,33.955,70.499,87.858,53.729,35.781,25.343,中,中,良,中,2019-04-17/23/44
413325160,17.882,3599.9,3895.3,14.978,21.853,733.66,269.98,37.373,73.588,56.648,81.155,31.498,36.639,良,差,中,优,2019-04-17/23/44
413325180,14.284,3486.8,4813.8,16.408,24.205,889.68,738.46,45.178,82.895,67.387,75.975,37.255,25.402,良,良,良,良,2019-04-17/23/44
413325190,20.367,4925.3,3551.5,17.942,22.859,897.67,1018.0,48.133,74.209,57.116,56.692,36.978,39.378,中,中,差,中,2019-04-17/23/44
413267000,11.589,2347.1,6046.3,20.892,26.446,1114.9,352.91,45.827,79.090,87.045,56.001,29.005,25.672,中,良,中,优,2019-04-17/23/44
413325210,27.821,5275.9,4841.0,39.465,24.723,1125.8,1011.9,52.635,83.808,68.741,82.449,31.626,31.371,中,中,差,良,2019-04-17/23/44
413325220,28.720,2273.6,5177.2,19.940,25.232,660.93,215.95,35.378,75.350,74.262,86.557,35.813,32.923,良,差,良,良,2019-04-17/23/44
413325240,22.629,3109.5,2104.9,31.509,23.902,1173.5,628.44,49.754,70.172,52.372,63.689,29.052,39.187,中,中,中,中,2019-04-17/23/44
413325250,24.811,2660.3,6399.7,31.935,22.189,1015.0,1120.7,51.507,81.676,56.077,79.504,20.908,25.099,良,优,良,中,2019-04-17/23/44
413325270,15.213,2665.4,3958.0,43.510,30.714,769.48,858.97,43.979,74.241,83.896,77.666,36.422,32.792,中,中,良,优,2019-04-17/23/44
413325290,13.328,2155.3,4439.4,28.119,25.138,1456.9,1473.2,63.87,85.380,69.736,59.720,28.334,27.577,良,良,中,良,2019-04-17/23/44
413325310,19.479,3795.9,4053.9,48.379,25.420,1105.2,1061.9,52.723,85.807,53.140,71.761,30.517,33.308,优,中,中,中,2019-04-17/23/44
413325320,18.532,2582.8,2352.4,10.708,21.011,604.58,220.51,34.296,87.592,57.336,56.703,20.108,39.934,中,中,良,良,2019-04-17/23/44
413325330,21.323,2107.5,4944.8,13.240,22.597,1027.1,888.17,49.423,87.547,85.602,87.851,24.007,34.890,差,优,良,良,2019-04-17/23/44
413325340,26.948,6012.4,4916.6,10.964,22.208,1266.7,1166.7,57.001,73.302,79.558,51.216,27.916,35.821,良,良,中,中,2019-04-17/23/44
413325360,17.603,3704.5,2699.4,25.609,26.685,576.50,274.13,34.271,80.120,58.371,53.819,30.983,35.842,差,中,中,中,2019-04-17/23/44
